cod;nome;período;homicidios-por-armas-de-fogo;homicidios-de-homens-por-armas-de-fogo;homicidios-homens;homicidios-de-jovens;homicidios-de-mulheres-por-armas-de-fogo;homicidios-mulheres-negras;homicidios-nao-negros;homicidios-mulheres;homicidios-de-jovens-homens;homicidio-de-jovens-por-armas-de-fogo;homicidios-homens-negros;homicidios;homicidios-de-jovens-mulheres;homicidios-homens-nao-negros;homicidios-negros;homicidios-mulheres-nao-negras
27;AL;2001;604;184.0;775.0;480.0;29.0;31.0;106.0;54.0;456;369.0;557.0;830.0;23;95.0;589.0;11.0
26;PE;2001;3949;939.0;4409.0;2744.0;194.0;206.0;546.0;294.0;2616;2442.0;3441.0;4710.0;127;491.0;3647.0;55.0
25;PB;2001;346;1079.0;439.0;288.0;23.0;31.0;56.0;45.0;264;211.0;298.0;484.0;24;47.0;329.0;9.0
24;RN;2001;216;1165.0;297.0;156.0;14.0;17.0;63.0;24.0;140;108.0;204.0;322.0;16;58.0;221.0;5.0
23;CE;2001;638;120.0;1170.0;651.0;43.0;58.0;185.0;114.0;604;343.0;638.0;1284.0;47;164.0;696.0;21.0
22;PI;2001;102;5740.0;226.0;133.0;7.0;24.0;41.0;35.0;113;64.0;155.0;262.0;20;34.0;179.0;7.0
11;RO;2002;393;371.0;569.0;282.0;21.0;25.0;189.0;44.0;265;179.0;351.0;615.0;17;177.0;376.0;12.0
53;DF;2002;469;239.0;591.0;416.0;29.0;36.0;93.0;50.0;385;338.0;503.0;641.0;31;80.0;539.0;13.0
52;GO;2002;893;692.0;1225.0;709.0;76.0;68.0;411.0;145.0;647;520.0;666.0;1370.0;62;361.0;734.0;50.0
51;MT;2002;582;393.0;856.0;414.0;45.0;53.0;320.0;92.0;377;279.0;549.0;948.0;37;283.0;602.0;37.0
50;MS;2002;421;3453.0;605.0;313.0;34.0;35.0;325.0;77.0;283;203.0;298.0;684.0;30;284.0;333.0;41.0
43;RS;2002;1373;281.0;1714.0;953.0;107.0;34.0;1564.0;198.0;877;757.0;288.0;1912.0;76;1402.0;322.0;162.0
42;SC;2002;317;386.0;510.0;263.0;36.0;9.0;457.0;75.0;231;162.0;75.0;585.0;32;396.0;84.0;61.0
41;PR;2002;1494;1907.0;2061.0;1233.0;92.0;35.0;1811.0;204.0;1147;920.0;377.0;2266.0;86;1644.0;413.0;167.0
35;SP;2002;9415;537.0;13471.0;8610.0;547.0;363.0;8285.0;1053.0;8077;6042.0;5643.0;14526.0;533;7611.0;6006.0;673.0
33;RJ;2002;6678;8867.0;7748.0;4555.0;362.0;284.0;2869.0;560.0;4329;3888.0;4634.0;8335.0;225;2631.0;4923.0;236.0
32;ES;2002;1221;110.0;1494.0;936.0;88.0;71.0;290.0;149.0;862;760.0;742.0;1644.0;74;261.0;813.0;29.0
31;MG;2002;2049;675.0;2700.0;1624.0;142.0;151.0;903.0;294.0;1504;1249.0;1776.0;2994.0;120;783.0;1927.0;120.0
29;BA;2002;1220;45.0;1634.0;1014.0;60.0;88.0;149.0;123.0;949;777.0;1209.0;1759.0;65;134.0;1298.0;15.0
28;SE;2002;402;817.0;519.0;323.0;14.0;22.0;68.0;37.0;307;247.0;362.0;556.0;16;61.0;384.0;7.0
27;AL;2002;720;186.0;921.0;559.0;45.0;39.0;106.0;70.0;529;435.0;616.0;991.0;30;99.0;655.0;7.0
26;PE;2002;3639;1132.0;4118.0;2588.0;182.0;178.0;534.0;274.0;2474;2267.0;3395.0;4396.0;113;459.0;3574.0;75.0
25;PB;2002;425;1159.0;551.0;322.0;25.0;26.0;51.0;46.0;299;227.0;405.0;607.0;22;44.0;432.0;7.0
24;RN;2002;193;1402.0;276.0;143.0;7.0;12.0;67.0;23.0;133;95.0;201.0;299.0;10;58.0;213.0;9.0
23;CE;2002;741;76.0;1320.0;729.0;49.0;48.0;142.0;125.0;669;422.0;657.0;1445.0;60;126.0;705.0;16.0
22;PI;2002;120;6308.0;279.0;162.0;10.0;18.0;43.0;27.0;153;65.0;214.0;308.0;9;37.0;232.0;6.0
21;MA;2002;253;186.0;567.0;302.0;14.0;31.0;97.0;39.0;289;115.0;462.0;606.0;13;90.0;493.0;7.0
17;TO;2002;83;440.0;150.0;82.0;7.0;16.0;43.0;20.0;73;43.0;110.0;170.0;9;39.0;126.0;4.0
16;AP;2002;50;43.0;169.0;120.0;5.0;8.0;18.0;12.0;115;28.0;149.0;181.0;5;14.0;157.0;4.0
15;PA;2002;694;388.0;1119.0;632.0;33.0;62.0;137.0;73.0;601;373.0;974.0;1192.0;31;127.0;1036.0;10.0
14;RR;2002;48;1266.0;110.0;71.0;5.0;9.0;28.0;12.0;64;20.0;83.0;122.0;7;25.0;92.0;3.0
13;AM;2002;201;661.0;478.0;312.0;15.0;27.0;60.0;35.0;295;116.0;415.0;513.0;17;53.0;442.0;7.0
12;AC;2002;66;63.0;140.0;90.0;3.0;8.0;46.0;11.0;84;40.0;92.0;151.0;6;43.0;100.0;3.0
23;CE;2003;846;93.0;1460.0;771.0;46.0;40.0;159.0;103.0;727;449.0;708.0;1563.0;44;149.0;748.0;10.0
22;PI;2003;143;6024.0;265.0;156.0;10.0;24.0;34.0;32.0;137;83.0;217.0;298.0;19;27.0;241.0;7.0
21;MA;2003;351;272.0;726.0;419.0;27.0;58.0;120.0;69.0;389;176.0;599.0;795.0;30;109.0;657.0;11.0
17;TO;2003;98;520.0;182.0;87.0;5.0;17.0;42.0;22.0;80;47.0;144.0;204.0;7;37.0;161.0;5.0
16;AP;2003;70;38.0;170.0;133.0;5.0;12.0;11.0;15.0;125;51.0;159.0;185.0;8;9.0;171.0;2.0
15;PA;2003;871;321.0;1311.0;747.0;45.0;78.0;152.0;93.0;700;466.0;1159.0;1405.0;47;137.0;1237.0;15.0
14;RR;2003;41;1270.0;100.0;53.0;3.0;5.0;22.0;6.0;50;16.0;75.0;106.0;3;21.0;80.0;1.0
13;AM;2003;171;826.0;523.0;343.0;14.0;30.0;52.0;35.0;324;111.0;465.0;558.0;19;47.0;495.0;5.0
11;RO;2003;381;348.0;514.0;231.0;33.0;29.0;171.0;51.0;207;155.0;346.0;566.0;24;149.0;375.0;22.0
12;AC;2003;57;52.0;132.0;78.0;5.0;7.0;41.0;15.0;69;31.0;91.0;147.0;9;35.0;98.0;6.0
53;DF;2003;562;324.0;678.0;454.0;41.0;45.0;109.0;62.0;428;381.0;578.0;742.0;26;95.0;623.0;14.0
52;GO;2003;868;800.0;1201.0;713.0;69.0;74.0;346.0;143.0;647;522.0;709.0;1346.0;66;301.0;784.0;45.0
51;MT;2003;555;436.0;818.0;406.0;40.0;53.0;300.0;90.0;368;270.0;544.0;908.0;38;266.0;597.0;34.0
50;MS;2003;430;3580.0;640.0;344.0;35.0;27.0;303.0;64.0;318;240.0;355.0;705.0;26;268.0;382.0;35.0
43;RS;2003;1365;384.0;1731.0;932.0;95.0;23.0;1543.0;177.0;871;755.0;331.0;1908.0;61;1391.0;354.0;152.0
42;SC;2003;414;395.0;600.0;313.0;30.0;8.0;494.0;70.0;283;220.0;93.0;670.0;30;442.0;101.0;52.0
41;PR;2003;1748;2615.0;2326.0;1368.0;119.0;32.0;2078.0;227.0;1265;1065.0;380.0;2555.0;102;1887.0;412.0;190.0
35;SP;2003;9570;515.0;13017.0;8348.0;538.0;378.0;8127.0;1029.0;7826;6132.0;5461.0;14048.0;522;7487.0;5839.0;640.0
33;RJ;2003;6365;9032.0;7579.0;4517.0;336.0;277.0;2728.0;527.0;4303;3675.0;4671.0;8115.0;214;2499.0;4948.0;228.0
32;ES;2003;1179;133.0;1487.0;893.0;71.0;67.0;335.0;141.0;836;699.0;816.0;1629.0;57;293.0;883.0;42.0
31;MG;2003;2815;740.0;3493.0;2241.0;200.0;199.0;1148.0;376.0;2062;1814.0;2340.0;3869.0;179;996.0;2539.0;152.0
29;BA;2003;1588;65.0;2014.0;1272.0;68.0;100.0;158.0;152.0;1204;1008.0;1565.0;2166.0;68;140.0;1665.0;18.0
28;SE;2003;339;797.0;435.0;259.0;18.0;16.0;62.0;34.0;247;200.0;262.0;469.0;12;54.0;278.0;8.0
27;AL;2003;774;157.0;972.0;615.0;34.0;39.0;63.0;67.0;586;476.0;591.0;1039.0;29;58.0;630.0;5.0
26;PE;2003;3766;1107.0;4243.0;2645.0;186.0;187.0;546.0;274.0;2513;2298.0;3375.0;4517.0;132;493.0;3562.0;53.0
25;PB;2003;459;1520.0;579.0;339.0;22.0;25.0;48.0;35.0;325;260.0;458.0;616.0;14;44.0;484.0;4.0
24;RN;2003;289;1627.0;373.0;200.0;17.0;16.0;95.0;32.0;183;155.0;261.0;405.0;17;81.0;277.0;14.0
50;MS;2004;387;3155.0;601.0;319.0;24.0;30.0;269.0;55.0;296;217.0;342.0;656.0;23;245.0;372.0;24.0
17;TO;2004;100;476.0;180.0;99.0;6.0;14.0;49.0;18.0;91;47.0;135.0;198.0;8;45.0;149.0;4.0
21;MA;2004;355;228.0;679.0;398.0;23.0;44.0;88.0;53.0;373;196.0;587.0;732.0;25;79.0;631.0;9.0
22;PI;2004;131;5852.0;301.0;173.0;8.0;14.0;50.0;26.0;156;80.0;237.0;327.0;17;40.0;251.0;10.0
24;RN;2004;237;1776.0;323.0;181.0;9.0;13.0;65.0;21.0;172;134.0;233.0;344.0;9;61.0;246.0;4.0
16;AP;2004;74;30.0;157.0;116.0;5.0;14.0;10.0;15.0;108;51.0;146.0;172.0;8;9.0;160.0;1.0
15;PA;2004;969;286.0;1426.0;811.0;42.0;77.0;157.0;93.0;768;539.0;1274.0;1519.0;43;143.0;1351.0;14.0
14;RR;2004;31;1326.0;78.0;44.0;1.0;3.0;16.0;7.0;38;15.0;63.0;85.0;6;13.0;66.0;3.0
13;AM;2004;227;927.0;477.0;309.0;14.0;34.0;76.0;49.0;290;136.0;406.0;526.0;19;63.0;440.0;13.0
53;DF;2004;506;332.0;642.0;436.0;29.0;43.0;109.0;52.0;410;360.0;538.0;696.0;26;101.0;582.0;8.0
52;GO;2004;988;865.0;1377.0;816.0;50.0;64.0;475.0;142.0;757;601.0;830.0;1524.0;59;411.0;896.0;64.0
51;MT;2004;454;431.0;754.0;401.0;36.0;60.0;273.0;99.0;352;236.0;512.0;853.0;49;234.0;572.0;39.0
43;RS;2004;1432;345.0;1787.0;1016.0;106.0;26.0;1581.0;195.0;936;837.0;358.0;1982.0;80;1414.0;384.0;167.0
42;SC;2004;377;363.0;559.0;281.0;32.0;7.0;490.0;79.0;258;202.0;92.0;638.0;23;427.0;99.0;63.0
41;PR;2004;1912;3035.0;2573.0;1566.0;132.0;41.0;2233.0;249.0;1447;1185.0;495.0;2826.0;119;2030.0;537.0;202.0
35;SP;2004;7611;418.0;10474.0;6446.0;458.0;285.0;6530.0;861.0;6045;4743.0;4434.0;11336.0;401;5958.0;4720.0;572.0
33;RJ;2004;6193;7152.0;7221.0;4349.0;338.0;251.0;2537.0;506.0;4144;3555.0;4536.0;7731.0;205;2307.0;4787.0;230.0
32;ES;2004;1188;123.0;1482.0;936.0;80.0;69.0;260.0;137.0;875;761.0;859.0;1619.0;61;227.0;928.0;33.0
31;MG;2004;3255;719.0;3913.0;2571.0;220.0;230.0;1178.0;373.0;2386;2154.0;2686.0;4286.0;185;1063.0;2916.0;115.0
27;AL;2004;754;213.0;960.0;623.0;35.0;42.0;52.0;75.0;589;481.0;666.0;1035.0;34;43.0;708.0;9.0
28;SE;2004;301;937.0;424.0;234.0;14.0;15.0;49.0;29.0;220;167.0;255.0;454.0;14;43.0;270.0;6.0
29;BA;2004;1590;69.0;2064.0;1311.0;78.0;155.0;159.0;195.0;1222;1023.0;1704.0;2262.0;89;139.0;1859.0;20.0
26;PE;2004;3344;1108.0;3898.0;2490.0;189.0;206.0;444.0;276.0;2348;2125.0;3224.0;4174.0;142;388.0;3430.0;56.0
23;CE;2004;916;94.0;1459.0;826.0;51.0;44.0;140.0;123.0;774;524.0;655.0;1582.0;52;125.0;699.0;15.0
25;PB;2004;472;1511.0;611.0;350.0;41.0;47.0;45.0;60.0;333;257.0;493.0;675.0;17;40.0;540.0;5.0
11;RO;2004;334;313.0;529.0;280.0;20.0;13.0;164.0;33.0;265;170.0;358.0;563.0;15;147.0;372.0;17.0
12;AC;2004;49;42.0;104.0;75.0;7.0;7.0;27.0;10.0;71;31.0;73.0;114.0;4;24.0;80.0;3.0
43;RS;2005;1473;359.0;1812.0;1034.0;114.0;22.0;1601.0;209.0;957;836.0;385.0;2021.0;77;1415.0;407.0;186.0
50;MS;2005;345;3312.0;561.0;308.0;26.0;31.0;268.0;70.0;278;195.0;316.0;631.0;30;230.0;347.0;38.0
51;MT;2005;487;507.0;815.0;407.0;32.0;51.0;265.0;89.0;373;265.0;579.0;907.0;34;227.0;631.0;38.0
22;PI;2005;151;5639.0;328.0;210.0;11.0;29.0;51.0;40.0;196;100.0;266.0;368.0;14;43.0;295.0;8.0
23;CE;2005;1012;72.0;1555.0;943.0;66.0;45.0;154.0;143.0;883;613.0;715.0;1699.0;59;138.0;760.0;16.0
24;RN;2005;268;1906.0;364.0;235.0;12.0;27.0;75.0;41.0;213;169.0;248.0;406.0;21;65.0;275.0;9.0
25;PB;2005;543;1908.0;683.0;403.0;36.0;45.0;50.0;62.0;378;310.0;563.0;745.0;25;43.0;608.0;7.0
26;PE;2005;3509;1088.0;4048.0;2616.0;197.0;226.0;451.0;282.0;2482;2243.0;3291.0;4330.0;134;414.0;3517.0;37.0
27;AL;2005;909;251.0;1129.0;696.0;36.0;46.0;69.0;74.0;660;537.0;766.0;1203.0;36;61.0;812.0;8.0
11;RO;2005;367;342.0;506.0;246.0;25.0;30.0;148.0;49.0;220;175.0;361.0;555.0;26;134.0;391.0;14.0
28;SE;2005;318;885.0;459.0;249.0;12.0;22.0;73.0;28.0;238;185.0;323.0;487.0;11;69.0;345.0;4.0
29;BA;2005;2022;50.0;2669.0;1703.0;114.0;164.0;172.0;211.0;1613;1319.0;2216.0;2881.0;90;150.0;2380.0;22.0
31;MG;2005;3099;873.0;3846.0;2461.0;204.0;212.0;1142.0;377.0;2301;2039.0;2658.0;4223.0;160;999.0;2870.0;143.0
12;AC;2005;36;35.0;111.0;67.0;1.0;8.0;31.0;13.0;60;18.0;79.0;124.0;7;26.0;87.0;5.0
32;ES;2005;1189;140.0;1453.0;904.0;101.0;90.0;243.0;149.0;839;726.0;924.0;1602.0;65;213.0;1014.0;30.0
52;GO;2005;937;945.0;1334.0;830.0;52.0;83.0;408.0;133.0;776;619.0;920.0;1468.0;54;361.0;1003.0;46.0
53;DF;2005;452;468.0;610.0;403.0;25.0;32.0;95.0;47.0;384;317.0;519.0;657.0;19;81.0;551.0;14.0
33;RJ;2005;5978;5427.0;6885.0;4177.0;329.0;273.0;2443.0;507.0;3974;3496.0;4385.0;7408.0;201;2238.0;4658.0;204.0
35;SP;2005;5796;454.0;8091.0;4719.0;367.0;260.0;5087.0;776.0;4379;3415.0;3474.0;8870.0;340;4575.0;3734.0;512.0
41;PR;2005;2027;2895.0;2738.0;1658.0;121.0;50.0;2279.0;239.0;1558;1303.0;589.0;2977.0;100;2094.0;639.0;185.0
42;SC;2005;392;319.0;564.0;322.0;33.0;6.0;476.0;68.0;295;231.0;88.0;633.0;27;422.0;94.0;54.0
13;AM;2005;264;1139.0;551.0;356.0;13.0;40.0;73.0;48.0;333;161.0;466.0;599.0;23;66.0;506.0;7.0
14;RR;2005;28;1359.0;84.0;42.0;2.0;9.0;20.0;11.0;40;8.0;64.0;95.0;2;18.0;73.0;2.0
15;PA;2005;1195;306.0;1797.0;1082.0;56.0;101.0;181.0;127.0;1024;708.0;1625.0;1926.0;57;155.0;1726.0;26.0
16;AP;2005;55;26.0;181.0;123.0;5.0;13.0;22.0;15.0;117;33.0;159.0;196.0;6;20.0;172.0;2.0
17;TO;2005;78;427.0;169.0;88.0;6.0;15.0;41.0;21.0;80;39.0;133.0;190.0;8;35.0;148.0;6.0
21;MA;2005;489;256.0;877.0;511.0;21.0;49.0;138.0;58.0;481;276.0;725.0;935.0;30;130.0;774.0;8.0
29;BA;2006;2402;75.0;3065.0;1947.0;131.0;197.0;204.0;243.0;1824;1561.0;2624.0;3311.0;123;183.0;2821.0;21.0
15;PA;2006;1295;388.0;1930.0;1185.0;71.0;118.0;160.0;140.0;1130;771.0;1749.0;2073.0;55;139.0;1867.0;21.0
14;RR;2006;38;1342.0;96.0;46.0;3.0;3.0;43.0;13.0;41;18.0;64.0;111.0;5;31.0;67.0;10.0
13;AM;2006;379;1223.0;646.0;428.0;22.0;33.0;95.0;53.0;402;237.0;551.0;699.0;26;77.0;584.0;18.0
12;AC;2006;50;48.0;143.0;85.0;2.0;8.0;42.0;15.0;81;23.0;94.0;158.0;4;36.0;102.0;6.0
11;RO;2006;383;356.0;531.0;257.0;25.0;31.0;145.0;51.0;234;189.0;386.0;585.0;23;125.0;418.0;19.0
53;DF;2006;435;455.0;611.0;399.0;33.0;39.0;79.0;49.0;374;305.0;537.0;660.0;25;70.0;576.0;9.0
52;GO;2006;984;1017.0;1364.0;825.0;69.0;91.0;381.0;143.0;766;602.0;985.0;1509.0;59;332.0;1076.0;48.0
51;MT;2006;497;589.0;825.0;427.0;22.0;42.0;241.0;70.0;394;282.0;605.0;896.0;33;212.0;647.0;28.0
50;MS;2006;370;3395.0;627.0;315.0;17.0;24.0;294.0;55.0;295;215.0;342.0;683.0;20;265.0;366.0;29.0
43;RS;2006;1425;352.0;1821.0;980.0;83.0;30.0;1585.0;162.0;924;787.0;351.0;1983.0;56;1457.0;381.0;128.0
42;SC;2006;386;353.0;574.0;321.0;34.0;15.0;509.0;92.0;290;226.0;78.0;666.0;31;439.0;93.0;70.0
41;PR;2006;2229;2870.0;2839.0;1706.0;140.0;48.0;2531.0;249.0;1588;1361.0;474.0;3098.0;118;2326.0;522.0;196.0
35;SP;2006;5761;474.0;7582.0;4285.0;387.0;242.0;4846.0;788.0;3939;3285.0;3121.0;8377.0;346;4315.0;3364.0;530.0
33;RJ;2006;5790;5370.0;6858.0;4076.0;319.0;267.0;2436.0;504.0;3880;3347.0;4339.0;7389.0;196;2217.0;4611.0;219.0
32;ES;2006;1294;181.0;1578.0;982.0;100.0;103.0;255.0;183.0;904;787.0;1008.0;1762.0;78;211.0;1111.0;44.0
31;MG;2006;3075;1244.0;3783.0;2408.0;204.0;238.0;1242.0;392.0;2220;1990.0;2520.0;4177.0;186;1103.0;2759.0;138.0
28;SE;2006;403;913.0;545.0;334.0;15.0;22.0;85.0;40.0;316;243.0;384.0;585.0;18;76.0;406.0;9.0
27;AL;2006;1308;357.0;1514.0;980.0;64.0;66.0;68.0;106.0;925;823.0;1012.0;1620.0;55;62.0;1078.0;6.0
26;PE;2006;3592;1194.0;4162.0;2616.0;197.0;261.0;388.0;310.0;2479;2226.0;3632.0;4472.0;137;351.0;3893.0;37.0
25;PB;2006;628;2269.0;762.0;458.0;39.0;49.0;47.0;62.0;434;373.0;648.0;825.0;24;38.0;697.0;9.0
24;RN;2006;306;2085.0;413.0;234.0;21.0;27.0;81.0;42.0;219;175.0;291.0;455.0;15;71.0;318.0;10.0
23;CE;2006;1060;79.0;1658.0;941.0;43.0;65.0;165.0;134.0;890;642.0;907.0;1792.0;51;148.0;972.0;17.0
22;PI;2006;192;5460.0;386.0;240.0;11.0;28.0;51.0;32.0;221;116.0;329.0;418.0;19;47.0;357.0;4.0
21;MA;2006;479;285.0;902.0;527.0;24.0;58.0;143.0;67.0;497;256.0;753.0;969.0;30;135.0;811.0;8.0
17;TO;2006;85;402.0;207.0;121.0;6.0;18.0;38.0;22.0;113;50.0;171.0;229.0;8;34.0;189.0;4.0
16;AP;2006;75;35.0;189.0;128.0;0.0;10.0;14.0;13.0;125;49.0;176.0;202.0;3;11.0;186.0;3.0
43;RS;2007;1661;356.0;2003.0;1137.0;100.0;29.0;1735.0;193.0;1056;939.0;411.0;2199.0;81;1574.0;440.0;161.0
50;MS;2007;401;3511.0;641.0;340.0;29.0;28.0;314.0;67.0;312;222.0;341.0;710.0;28;274.0;369.0;39.0
51;MT;2007;542;613.0;794.0;368.0;35.0;54.0;271.0;95.0;334;248.0;561.0;889.0;34;230.0;615.0;41.0
52;GO;2007;1009;1181.0;1382.0;849.0;73.0;82.0;392.0;139.0;789;643.0;970.0;1521.0;60;341.0;1052.0;51.0
53;DF;2007;516;579.0;656.0;431.0;28.0;41.0;107.0;55.0;409;352.0;550.0;711.0;22;94.0;591.0;13.0
13;AM;2007;415;1327.0;663.0;433.0;25.0;43.0;45.0;52.0;405;265.0;605.0;715.0;28;38.0;648.0;7.0
14;RR;2007;28;1559.0;97.0;47.0;2.0;10.0;28.0;19.0;44;12.0;75.0;116.0;3;20.0;85.0;8.0
15;PA;2007;1385;329.0;2049.0;1263.0;58.0;112.0;190.0;144.0;1197;859.0;1841.0;2194.0;66;164.0;1953.0;26.0
16;AP;2007;60;26.0;160.0;114.0;5.0;8.0;21.0;12.0;107;40.0;132.0;172.0;7;17.0;140.0;4.0
17;TO;2007;88;488.0;196.0;94.0;8.0;26.0;31.0;28.0;83;33.0;164.0;226.0;11;29.0;191.0;2.0
21;MA;2007;602;415.0;1063.0;623.0;23.0;50.0;157.0;63.0;592;353.0;911.0;1127.0;31;144.0;962.0;13.0
22;PI;2007;184;4824.0;346.0;186.0;15.0;24.0;59.0;35.0;174;103.0;285.0;383.0;12;50.0;310.0;9.0
11;RO;2007;321;312.0;404.0;210.0;9.0;20.0;102.0;28.0;200;164.0;285.0;432.0;10;94.0;305.0;8.0
12;AC;2007;51;47.0;119.0;72.0;4.0;9.0;34.0;18.0;64;30.0;82.0;137.0;8;26.0;91.0;8.0
23;CE;2007;1224;80.0;1806.0;1066.0;43.0;84.0;213.0;126.0;1016;758.0;1283.0;1933.0;50;185.0;1367.0;27.0
24;RN;2007;438;2150.0;547.0;314.0;23.0;25.0;95.0;42.0;294;249.0;399.0;589.0;20;84.0;424.0;11.0
25;PB;2007;656;2565.0;793.0;461.0;42.0;55.0;40.0;69.0;432;372.0;704.0;864.0;29;32.0;759.0;8.0
26;PE;2007;3706;1252.0;4262.0;2698.0;192.0;241.0;282.0;290.0;2558;2310.0;3790.0;4557.0;139;246.0;4032.0;36.0
27;AL;2007;1552;390.0;1727.0;1102.0;74.0;68.0;76.0;109.0;1046;959.0;1179.0;1836.0;56;65.0;1247.0;11.0
28;SE;2007;348;936.0;488.0;294.0;19.0;21.0;75.0;34.0;282;211.0;350.0;522.0;12;66.0;371.0;9.0
29;BA;2007;2700;55.0;3408.0;2160.0;133.0;207.0;260.0;249.0;2036;1770.0;2909.0;3659.0;124;233.0;3116.0;27.0
31;MG;2007;2983;1478.0;3722.0;2344.0;218.0;248.0;1161.0;403.0;2168;1914.0;2528.0;4125.0;176;1030.0;2776.0;131.0
32;ES;2007;1363;169.0;1691.0;1008.0;111.0;116.0;277.0;186.0;929;823.0;1081.0;1877.0;79;245.0;1197.0;32.0
33;RJ;2007;5102;3859.0;6121.0;3652.0;272.0;216.0;2071.0;416.0;3485;2967.0;3952.0;6551.0;167;1883.0;4169.0;187.0
35;SP;2007;4150;507.0;5834.0;3135.0;291.0;185.0;3711.0;595.0;2868;2267.0;2417.0;6437.0;267;3315.0;2602.0;396.0
41;PR;2007;2285;2765.0;2860.0;1760.0;134.0;41.0;2414.0;241.0;1650;1450.0;575.0;3105.0;110;2220.0;617.0;193.0
42;SC;2007;377;371.0;560.0;328.0;21.0;6.0;510.0;70.0;292;233.0;88.0;632.0;34;450.0;94.0;60.0
24;RN;2008;536;2366.0;655.0;402.0;36.0;48.0;100.0;59.0;373;326.0;510.0;714.0;29;93.0;558.0;7.0
23;CE;2008;1332;88.0;1902.0;1131.0;48.0;74.0;194.0;117.0;1089;803.0;1303.0;2019.0;42;176.0;1377.0;18.0
22;PI;2008;159;4108.0;323.0;187.0;8.0;31.0;52.0;38.0;171;90.0;268.0;361.0;16;46.0;299.0;6.0
14;RR;2008;29;1683.0;90.0;38.0;2.0;5.0;28.0;15.0;35;9.0;69.0;105.0;3;19.0;74.0;9.0
53;DF;2008;579;673.0;748.0;492.0;38.0;57.0;105.0;64.0;457;390.0;644.0;812.0;35;98.0;701.0;7.0
52;GO;2008;1201;1284.0;1629.0;971.0;82.0;104.0;413.0;160.0;914;739.0;1204.0;1792.0;57;364.0;1309.0;49.0
51;MT;2008;572;701.0;851.0;428.0;36.0;57.0;238.0;86.0;390;291.0;630.0;937.0;38;211.0;687.0;27.0
13;AM;2008;446;1837.0;767.0;481.0;20.0;56.0;47.0;63.0;455;287.0;711.0;830.0;26;40.0;767.0;7.0
12;AC;2008;40;40.0;120.0;76.0;0.0;5.0;23.0;13.0;71;27.0;69.0;133.0;5;18.0;74.0;5.0
11;RO;2008;286;269.0;440.0;210.0;17.0;20.0;136.0;39.0;195;136.0;298.0;480.0;15;120.0;319.0;16.0
21;MA;2008;698;500.0;1196.0;714.0;25.0;67.0;156.0;81.0;677;408.0;1030.0;1277.0;37;144.0;1097.0;12.0
17;TO;2008;98;541.0;216.0;122.0;10.0;17.0;41.0;21.0;111;55.0;177.0;237.0;11;37.0;194.0;4.0
16;AP;2008;65;27.0;196.0;141.0;3.0;13.0;6.0;13.0;137;46.0;183.0;210.0;4;6.0;196.0;0.0
15;PA;2008;1929;357.0;2687.0;1635.0;89.0;139.0;213.0;169.0;1553;1160.0;2445.0;2860.0;82;186.0;2585.0;27.0
50;MS;2008;392;3277.0;639.0;345.0;22.0;22.0;312.0;60.0;318;229.0;339.0;699.0;27;274.0;361.0;38.0
43;RS;2008;1801;461.0;2161.0;1199.0;118.0;32.0;1869.0;219.0;1116;1011.0;439.0;2380.0;83;1685.0;471.0;184.0
42;SC;2008;505;370.0;715.0;406.0;43.0;8.0;674.0;86.0;373;302.0;100.0;802.0;32;600.0;108.0;74.0
41;PR;2008;2540;2580.0;3132.0;1914.0;168.0;55.0;2660.0;306.0;1777;1591.0;640.0;3445.0;137;2413.0;695.0;244.0
35;SP;2008;3891;536.0;5660.0;2948.0;292.0;199.0;3715.0;667.0;2706;2027.0;2265.0;6332.0;242;3263.0;2464.0;451.0
33;RJ;2008;4336;3598.0;5274.0;3092.0;219.0;223.0;1777.0;373.0;2934;2442.0;3365.0;5662.0;158;1644.0;3593.0;133.0
32;ES;2008;1495;151.0;1756.0;1113.0;124.0;129.0;264.0;190.0;1024;937.0;1123.0;1947.0;89;234.0;1252.0;30.0
31;MG;2008;2755;1541.0;3511.0;2204.0;174.0;221.0;1071.0;377.0;2014;1764.0;2407.0;3889.0;190;938.0;2628.0;133.0
29;BA;2008;3828;61.0;4485.0;2994.0;193.0;260.0;345.0;315.0;2833;2547.0;3876.0;4819.0;161;311.0;4137.0;34.0
28;SE;2008;368;1117.0;525.0;313.0;11.0;21.0;73.0;30.0;298;235.0;383.0;555.0;15;65.0;404.0;8.0
27;AL;2008;1596;426.0;1804.0;1142.0;55.0;71.0;58.0;83.0;1101;1018.0;1465.0;1887.0;41;55.0;1536.0;3.0
26;PE;2008;3449;1370.0;4140.0;2621.0;166.0;245.0;433.0;298.0;2482;2158.0;3641.0;4446.0;135;387.0;3888.0;45.0
25;PB;2008;750;3620.0;942.0;561.0;49.0;76.0;50.0;87.0;531;447.0;852.0;1029.0;30;42.0;928.0;8.0
43;RS;2009;1645;471.0;2017.0;1081.0;126.0;36.0;1775.0;225.0;980;858.0;409.0;2242.0;101;1589.0;445.0;186.0
51;MT;2009;573;951.0;905.0;469.0;44.0;55.0;247.0;94.0;425;309.0;682.0;1000.0;44;209.0;738.0;38.0
52;GO;2009;1260;1441.0;1733.0;977.0;76.0;117.0;410.0;165.0;915;740.0;1327.0;1902.0;62;365.0;1446.0;45.0
